"","trending_date","title","channel_title","category_id","publish_time","tags","views","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","video_error_or_removed"
"1","17.14.11","Roy Moore & Jeff Sessions Cold Open - SNL","Saturday Night Live",24,"2017-11-12T05:37:17.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1730|Tiffany Haddish|Roy Moore|Mikey Day|Mike Pence|Beck Bennett|Jeff Sessions|Kate McKinnon|s43|s43e5|episode 5|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|comedian|actress|If Loving You Is Wrong|Oprah Winfrey|OWN|Girls Trip|The Carmichael Show|Keanu|Taylor Swift|Reputation|Look What You Made Me Do|ready for it?|cold open",2103417,15993,2445,1970,"https://i.ytimg.com/vi/39idVpFF7NQ/default.jpg","False","False","False"
"2","17.14.11","Ed Sheeran - Perfect (Official Music Video)","Ed Sheeran",10,"2017-11-09T11:04:14.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",33523622,1634124,21082,85067,"https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg","False","False","False"
"3","17.14.11","Stephen A. Smith slams the Philadelphia 76ers for its 'Trust The Process' | First Take | ESPN","ESPN",17,"2017-11-08T15:59:06.000Z","espn|espn live|first take|first take espn|espn first take|first take daily|first take today|nba first take|first take nba|first take stephen a smith|stephen a smith|stephen a. smith|stephen a smith rant|76ers|joel embiid|trust the process|stephen a smith 76ers|stephen a smith nba rant|nba|basketball",470191,4037,430,1553,"https://i.ytimg.com/vi/agKDPntMv-E/default.jpg","False","False","False"
"4","17.15.11","Stephen A. Smith: Jay Cutler is a 'disease' | First Take | ESPN","ESPN",17,"2017-11-14T16:28:34.000Z","espn|espn live|stephen a smith|stephen a. smith|jay cutler|first take|first take espn|espn first take|first take daily|first take nfl|nfl first take|stephen a smith jay cutler|jay cutler stephen a smith|first take jay cutler|miami dolphins|dolphins qb|miami qb|nfl|football|stephen a smith rant",200235,1197,108,627,"https://i.ytimg.com/vi/KJ12FVmumeA/default.jpg","False","False","False"
"5","17.15.11","Roy Moore & Jeff Sessions Cold Open - SNL","Saturday Night Live",24,"2017-11-12T05:37:17.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1730|Tiffany Haddish|Roy Moore|Mikey Day|Mike Pence|Beck Bennett|Jeff Sessions|Kate McKinnon|s43|s43e5|episode 5|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|comedian|actress|If Loving You Is Wrong|Oprah Winfrey|OWN|Girls Trip|The Carmichael Show|Keanu|Taylor Swift|Reputation|Look What You Made Me Do|ready for it?|cold open",2472569,17959,2863,2690,"https://i.ytimg.com/vi/39idVpFF7NQ/default.jpg","False","False","False"
"6","17.15.11","Ed Sheeran - Perfect (Official Music Video)","Ed Sheeran",10,"2017-11-09T11:04:14.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",39082222,1721383,23137,90352,"https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg","False","False","False"
"7","17.16.11","Stephen A. Smith: Jay Cutler is a 'disease' | First Take | ESPN","ESPN",17,"2017-11-14T16:28:34.000Z","espn|espn live|stephen a smith|stephen a. smith|jay cutler|first take|first take espn|espn first take|first take daily|first take nfl|nfl first take|stephen a smith jay cutler|jay cutler stephen a smith|first take jay cutler|miami dolphins|dolphins qb|miami qb|nfl|football|stephen a smith rant",281868,1546,245,885,"https://i.ytimg.com/vi/KJ12FVmumeA/default.jpg","False","False","False"
"8","17.16.11","Roy Moore & Jeff Sessions Cold Open - SNL","Saturday Night Live",24,"2017-11-12T05:37:17.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1730|Tiffany Haddish|Roy Moore|Mikey Day|Mike Pence|Beck Bennett|Jeff Sessions|Kate McKinnon|s43|s43e5|episode 5|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|comedian|actress|If Loving You Is Wrong|Oprah Winfrey|OWN|Girls Trip|The Carmichael Show|Keanu|Taylor Swift|Reputation|Look What You Made Me Do|ready for it?|cold open",2567518,18425,2950,2776,"https://i.ytimg.com/vi/39idVpFF7NQ/default.jpg","False","False","False"
"9","17.16.11","Ed Sheeran - Perfect (Official Music Video)","Ed Sheeran",10,"2017-11-09T11:04:14.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",43449654,1788960,24548,93428,"https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg","False","False","False"
"10","17.17.11","NBA Countdown debates if Ben Simmons is the best all-around rookie ever | NBA Countdown | ESPN","ESPN",17,"2017-11-16T03:16:52.000Z","espn|espn live|nba countdown|nba|basketball|ben simmons|ben simmons rookie|ben simmons highlights|ben simmons nba countdown|ben simmons espn|sixers|76ers|philadelphia 76ers|best rookies|nba rookies|rookie highlights|best nba highlights|nba espn|espn nba",113926,1026,37,333,"https://i.ytimg.com/vi/uN9zBcweN4M/default.jpg","False","False","False"
"11","17.17.11","Roy Moore & Jeff Sessions Cold Open - SNL","Saturday Night Live",24,"2017-11-12T05:37:17.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1730|Tiffany Haddish|Roy Moore|Mikey Day|Mike Pence|Beck Bennett|Jeff Sessions|Kate McKinnon|s43|s43e5|episode 5|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|comedian|actress|If Loving You Is Wrong|Oprah Winfrey|OWN|Girls Trip|The Carmichael Show|Keanu|Taylor Swift|Reputation|Look What You Made Me Do|ready for it?|cold open",2630503,18741,2999,2810,"https://i.ytimg.com/vi/39idVpFF7NQ/default.jpg","False","False","False"
"12","17.18.11","NBA Countdown debates if Ben Simmons is the best all-around rookie ever | NBA Countdown | ESPN","ESPN",17,"2017-11-16T03:16:52.000Z","espn|espn live|nba countdown|nba|basketball|ben simmons|ben simmons rookie|ben simmons highlights|ben simmons nba countdown|ben simmons espn|sixers|76ers|philadelphia 76ers|best rookies|nba rookies|rookie highlights|best nba highlights|nba espn|espn nba",120991,1060,42,377,"https://i.ytimg.com/vi/uN9zBcweN4M/default.jpg","False","False","False"
"13","17.18.11","Roy Moore & Jeff Sessions Cold Open - SNL","Saturday Night Live",24,"2017-11-12T05:37:17.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1730|Tiffany Haddish|Roy Moore|Mikey Day|Mike Pence|Beck Bennett|Jeff Sessions|Kate McKinnon|s43|s43e5|episode 5|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|comedian|actress|If Loving You Is Wrong|Oprah Winfrey|OWN|Girls Trip|The Carmichael Show|Keanu|Taylor Swift|Reputation|Look What You Made Me Do|ready for it?|cold open",2688797,19042,3059,2689,"https://i.ytimg.com/vi/39idVpFF7NQ/default.jpg","False","False","False"
"14","17.19.11","Chance-giving Monologue - SNL","Saturday Night Live",24,"2017-11-19T05:43:25.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Leslie Jones|Kenan Thompson Pete Davidson|Cecily Strong|Kate McKinnon|Heidi Gardner|Luke Null|Kyle Mooney|Thanksgiving|Chance the Rapper Monologue|Beck Bennett|Melissa Villasenor|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One",21046,1308,62,206,"https://i.ytimg.com/vi/jGyUVyp9w9g/default.jpg","False","False","False"
"15","17.19.11","NBA Countdown debates if Ben Simmons is the best all-around rookie ever | NBA Countdown | ESPN","ESPN",17,"2017-11-16T03:16:52.000Z","espn|espn live|nba countdown|nba|basketball|ben simmons|ben simmons rookie|ben simmons highlights|ben simmons nba countdown|ben simmons espn|sixers|76ers|philadelphia 76ers|best rookies|nba rookies|rookie highlights|best nba highlights|nba espn|espn nba",127525,1094,43,414,"https://i.ytimg.com/vi/uN9zBcweN4M/default.jpg","False","False","False"
"16","17.20.11","Weekend Update on Senator Al Franken - SNL","Saturday Night Live",24,"2017-11-19T07:14:52.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Weekend Update|Colin Jost|Michael Che|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",1675419,12798,1558,1625,"https://i.ytimg.com/vi/LymuZ8abvmc/default.jpg","False","False","False"
"17","17.20.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",16431,151,27,54,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"18","17.21.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",2364742,49833,2782,5252,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"19","17.21.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",29769,192,40,93,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"20","17.22.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",2682780,54796,3241,6194,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"21","17.22.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",33888,199,41,105,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"22","17.23.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",2857743,57173,3359,6605,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"23","17.23.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",36717,204,41,108,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"24","17.24.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",2986642,58567,3466,6617,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"25","17.24.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",38945,207,41,110,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"26","17.25.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",3106800,59947,3576,6874,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"27","17.25.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",40497,210,42,113,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"28","17.26.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",3217681,61196,3663,6945,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"29","17.26.11","Is Chip Kelly interested in Gators job? | SportsCenter | ESPN","ESPN",17,"2017-11-19T14:10:10.000Z","espn|espn live|chip kelly|florida gators|kelly|chip|gators|college football|oregon|gators chip kelly|chip kelly florida|chip kelly florida gators|chip gators|chip florida|chip kelly espn|gators coach|oregon chip kelly|ducks chip kelly|philadelphia chip kelly",41824,212,42,116,"https://i.ytimg.com/vi/NNywashg_mw/default.jpg","False","False","False"
"30","17.27.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",3320677,62276,3745,7079,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"31","17.28.11","Come Back, Barack - SNL","Saturday Night Live",24,"2017-11-19T07:13:11.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1731|Chance the Rapper|Kenan Thompson|Chris Redd|Barack Obama|President Obama|s43|s43e6|episode 6|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|Chance|Chicago|Coloring Book|I’m the One|rapper|rap|Eminem|Marshall Mathers|Walk on Water|Beyonce",3383838,63060,3779,7123,"https://i.ytimg.com/vi/ZkPSbp3zTfo/default.jpg","False","False","False"
"32","17.30.11","LeBron James ejected for first time in career | ESPN","ESPN",17,"2017-11-29T02:16:58.000Z","lebron|james|ejected|first|time|career|lebron james ejected|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs|nba|basketball|espn live|espn",276279,1761,121,832,"https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg","False","False","False"
"33","17.01.12","LeBron James ejected for first time in career | ESPN","ESPN",17,"2017-11-29T02:16:58.000Z","lebron|james|ejected|first|time|career|lebron james ejected|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs|nba|basketball|espn live|espn",432878,2462,184,1044,"https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg","False","False","False"
"34","17.02.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",8128270,643769,9699,35441,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"35","17.02.12","LeBron James ejected for first time in career | ESPN","ESPN",17,"2017-11-29T02:16:58.000Z","lebron|james|ejected|first|time|career|lebron james ejected|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs|nba|basketball|espn live|espn",540841,2737,221,1116,"https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg","False","False","False"
"36","17.03.12","White House Christmas Cold Open - SNL","Saturday Night Live",24,"2017-12-03T05:46:28.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1732|Saoirse Ronan|Donald Trump|Alec Baldwin|Michael Flynn|Mike Day|Billy Bush|Alex Moffat|Vladimir Putin|Beck Bennett|Hillary Clinton|Kate McKinnon|Kellyanne Conway|Melania Trump|Cecily Strong|s43|s43e7|episode 7|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|lady bird|Christine McPherson|actress|irish",95016,5496,447,698,"https://i.ytimg.com/vi/H9wMNxbQM-4/default.jpg","False","False","False"
"37","17.03.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",14197878,768281,13155,41315,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"38","17.03.12","Star Wars: The Last Jedi | Training Featurette","Star Wars",24,"2017-12-02T17:40:57.000Z","Star Wars|The Last Jedi|Rey|Daisy Ridley|Kylo Ren|Adam Driver|Finn|John Boyega|Captain Phasma|Gwendoline Christie|Rose Tico|Kelly Marie Tran|Lightsaber",242741,12049,118,928,"https://i.ytimg.com/vi/-py2awmME8s/default.jpg","False","False","False"
"39","17.03.12","LeBron James ejected for first time in career | ESPN","ESPN",17,"2017-11-29T02:16:58.000Z","lebron|james|ejected|first|time|career|lebron james ejected|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs|nba|basketball|espn live|espn",634970,3042,257,1218,"https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg","False","False","False"
"40","17.04.12","White House Christmas Cold Open - SNL","Saturday Night Live",24,"2017-12-03T05:46:28.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1732|Saoirse Ronan|Donald Trump|Alec Baldwin|Michael Flynn|Mike Day|Billy Bush|Alex Moffat|Vladimir Putin|Beck Bennett|Hillary Clinton|Kate McKinnon|Kellyanne Conway|Melania Trump|Cecily Strong|s43|s43e7|episode 7|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|lady bird|Christine McPherson|actress|irish",2798497,33819,6632,6687,"https://i.ytimg.com/vi/H9wMNxbQM-4/default.jpg","False","False","False"
"41","17.04.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",19316205,842328,15673,44813,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"42","17.04.12","Star Wars: The Last Jedi | Training Featurette","Star Wars",24,"2017-12-02T17:40:57.000Z","Star Wars|The Last Jedi|Rey|Daisy Ridley|Kylo Ren|Adam Driver|Finn|John Boyega|Captain Phasma|Gwendoline Christie|Rose Tico|Kelly Marie Tran|Lightsaber",430232,15929,198,1128,"https://i.ytimg.com/vi/-py2awmME8s/default.jpg","False","False","False"
"43","17.04.12","LeBron James ejected for first time in career | ESPN","ESPN",17,"2017-11-29T02:16:58.000Z","lebron|james|ejected|first|time|career|lebron james ejected|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs|nba|basketball|espn live|espn",700096,3202,271,1279,"https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg","False","False","False"
"44","17.05.12","Welcome to Hell - SNL","Saturday Night Live",24,"2017-12-03T05:52:22.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1732|Saoirse Ronan|Kate McKinnon|Cecily Strong|Aidy Bryant|Leslie Jones|Melissa Villasenor|s43|s43e7|episode 7|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|lady bird|Christine McPherson|actress|irish",3707365,48888,7362,10610,"https://i.ytimg.com/vi/1l26UFQ06eQ/default.jpg","False","False","False"
"45","17.05.12","Urban Meyer reacts to Ohio State not making the College Football Playoff | ESPN","ESPN",17,"2017-12-03T20:27:49.000Z","espn|espn live|CFP|College Football Playoff|Ohio State|State|OSU|The Ohio State|Ohio State CFP|Ohio State Playoff|OSU Snub|Ohio State Snub|Buckeyes|college football|college football 2017|college football playoffs|ohio state buckeyes|college football playoff 2017|football|alabama football|alabama|alabama crimson tide|college football playoff rankings",47614,358,30,457,"https://i.ytimg.com/vi/A34O0pCAQ60/default.jpg","False","False","False"
"46","17.05.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",24409021,895415,17872,46589,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"47","17.06.12","Welcome to Hell - SNL","Saturday Night Live",24,"2017-12-03T05:52:22.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1732|Saoirse Ronan|Kate McKinnon|Cecily Strong|Aidy Bryant|Leslie Jones|Melissa Villasenor|s43|s43e7|episode 7|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|lady bird|Christine McPherson|actress|irish",4181144,53675,8441,12755,"https://i.ytimg.com/vi/1l26UFQ06eQ/default.jpg","False","False","False"
"48","17.06.12","Morgan Freeman Hosts the Breakthrough Prize | Nat Geo Live","National Geographic",24,"2017-12-04T04:38:50.000Z","nat geo live|national geographic live|national geographic|nat geo|natgeo|science|culture|live|photographers|scientists|morgan freeman|morgan freeman breakthrough prize|morgan freeman nat geo|the story of us|breakthrough prize|Wiz Khalifa|mila kunis|ashton kutcher|kerry washington|ron howard|nana ou-yang|john urschel|miss usa kara mccullough|mark zuckerberg|sergey bring|yuri milner|julia milner|priscilla chan|anne qojcicki|nat geo breakthrough",69519,1528,146,110,"https://i.ytimg.com/vi/hKqzBGE5w-0/default.jpg","False","False","False"
"49","17.06.12","Silverdome successfully imploded on second attempt | ESPN","ESPN",17,"2017-12-04T22:03:29.000Z","espn|espn live|silverdome|silverdome fail|silverdome implode|silverdome implosion|silverdome destroyed|detroit lions silverdome|lions silverdome|pontiac silverdome|detroit silverdome|detroit|lions|detroit lions|stadium implosion",63899,529,44,277,"https://i.ytimg.com/vi/YF8415hDtEg/default.jpg","False","False","False"
"50","17.06.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",29337935,933938,19666,47767,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"51","17.07.12","Welcome to Hell - SNL","Saturday Night Live",24,"2017-12-03T05:52:22.000Z","SNL|Saturday Night Live|SNL Season 43|Episode 1732|Saoirse Ronan|Kate McKinnon|Cecily Strong|Aidy Bryant|Leslie Jones|Melissa Villasenor|s43|s43e7|episode 7|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|lady bird|Christine McPherson|actress|irish",4440269,57183,8779,13342,"https://i.ytimg.com/vi/1l26UFQ06eQ/default.jpg","False","False","False"
"52","17.07.12","Morgan Freeman Hosts the Breakthrough Prize | Nat Geo Live","National Geographic",24,"2017-12-04T04:38:50.000Z","nat geo live|national geographic live|national geographic|nat geo|natgeo|science|culture|live|photographers|scientists|morgan freeman|morgan freeman breakthrough prize|morgan freeman nat geo|the story of us|breakthrough prize|Wiz Khalifa|mila kunis|ashton kutcher|kerry washington|ron howard|nana ou-yang|john urschel|miss usa kara mccullough|mark zuckerberg|sergey bring|yuri milner|julia milner|priscilla chan|anne qojcicki|nat geo breakthrough",71333,1547,150,103,"https://i.ytimg.com/vi/hKqzBGE5w-0/default.jpg","False","False","False"
"53","17.07.12","Silverdome successfully imploded on second attempt | ESPN","ESPN",17,"2017-12-04T22:03:29.000Z","espn|espn live|silverdome|silverdome fail|silverdome implode|silverdome implosion|silverdome destroyed|detroit lions silverdome|lions silverdome|pontiac silverdome|detroit silverdome|detroit|lions|detroit lions|stadium implosion",66876,534,45,281,"https://i.ytimg.com/vi/YF8415hDtEg/default.jpg","False","False","False"
"54","17.07.12","Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio]","Ed Sheeran",10,"2017-12-01T00:54:56.000Z","edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session|beyonce|beyonce live",32759801,965595,21082,49556,"https://i.ytimg.com/vi/817P8W8-mGE/default.jpg","False","False","False"
"55","17.08.12","SNL Invisible Box Challenge","Saturday Night Live",24,"2017-12-07T20:08:52.000Z","snl|saturday night live|invisible box challenge|chris redd|melissa villasenor|kyle mooney|beck bennett|alex moffat|s43|live|new york|comedy|sketch|funny|hilarious|late night|host|music|guest|laugh|impersonation|actor|improv|musician|challenge|Chris Redd|Melissa Villaseñor|Kyle Mooney|box|box challenge|step challenge|invisible step challenge|bts",160142,2140,992,287,"https://i.ytimg.com/vi/iU4J2FF23Do/default.jpg","False","False","False"
"56","17.08.12","LeBron James is 'obviously' the NBA MVP this season | First Take | ESPN","ESPN",17,"2017-12-06T17:15:18.000Z","espn|first take|first take today|first take daily|first take live|first|take|lebron james|lebron|james|obviously|nba|mvo|season|nba mvp|nba mvp season|lebron james mvp|lebron james cavaliers|cleveland cavaliers|cavaliers|cavs",233324,2210,418,1635,"https://i.ytimg.com/vi/BEcs3TL8DII/default.jpg","False","False","False"
